member_id,full_name,gender,birth_year,phone,register_date,home_branch
M0132,ปวีณา ปันแก้ว,,1999,080-351-8005,2024-07-14,nimman
M0133,รัชนีกร ทาคำ,F,2000,099 282 1231,2024-10-05,nimman
M0134,ธนากร บัวบาน,M,2007,+66617974382,2024-06-12,cmu
M0135,สมชาย ศรีสุข,M,1967,099 693 3336,2024-05-10,thaphae
M0136,ชยพล ธรรมวงศ์,M,2005,0624760501,2024-12-16,cmu
M0137,วรรณภา ทองดี,F,2008,069 874 8418,2023-12-17,nimman
M0138,สุภาวดี อุดมศักดิ์,F,1986,0604352631,2023-08-04,nimman
M0139,กัญญาณัฐ ธรรมวงศ์,F,1994,0836597032,2024-10-05,nimman
M0140,ศิริพร แก้วมณี,F,1997,067-307-4965,2025-12-16,thaphae
M0141,ธนากร บุญมา,M,2007,081 770 5078,2025-08-09,cmu
M0142,ปวีณา สุวรรณรัตน์,F,2005,098 580 0057,2023-08-25,cmu
M0143,เบญญาภา มอรสิล,F,1988,+66818377326,2023-04-13,thaphae
M0144,ธิดารัตน์ ใจดี,F,2001,082-191-7562,2023-12-03,thaphae
M0145,เอกชัย นันทะ,M,2007,090 809 7993,2025-04-08,nimman
M0146,อรอุมา บัวบาน,F,2003,083 755 4256,2025-09-10,cmu
M0147,สิทธิชัย คำแสน,M,1991,+66817312211,2025-04-16,thaphae
M0148,สุภาวดี สมบูรณ์,,2005,+66600470223,2025-12-15,cmu
M0149,สมชาย ปัญญาดี,M,1997,094-851-3383,2023-06-01,nimman
M0150,กัญญาณัฐ บุญมา,,2004,0635560316,2023-03-17,cmu
M0151,ธีรภัทร คำมูล,M,2003,080 987 8003,2023-01-27,cmu
M0152,มณีรัตน์ คำแสน,F,2008,095-742-7840,2024-07-02,nimman
M0153,วีรภาพ เชียงทอง,M,,060-240-8169,2025-01-20,thaphae
M0154,กิตติพัฒน์ ปิ่นแก้ว,M,1972,095-244-3637,2023-10-02,nimman
M0155,ธนวัฒน์ เชียงทอง,M,2008,+66865146980,2023-09-18,nimman
M0156,พงศกร มีสุข,M,1997,087-192-0371,2023-03-20,nimman
M0157,อรอุมา ศักดิ์ดี,F,,+66903519923,2023-07-27,cmu
M0158,รัชนีกร วงศ์ใหญ่,F,1987,087 674 8382,2023-09-28,nimman
M0159,สิทธิชัย ปิ่นแก้ว,M,2003,099-569-9441,2024-08-11,cmu
M0160,ภาคิน วงศ์ใหญ่,M,2003,065 108 9710,2023-08-05,cmu
M0161,ปกรณ์ ปัญญาดี,M,2006,0671006862,2025-04-09,cmu
M0162,พิมพ์ชนก ปันแก้ว,F,2006,0939619051,2024-12-28,thaphae
M0163,สุภาวดี หลวงแสน,F,2008,0910265348,2024-09-17,cmu
M0164,ธนากร นันทะ,M,1998,+66653667162,2025-05-15,nimman
M0165,ปวีณา ทาคำ,F,,061 128 5985,2025-01-13,cmu
M0166,พิมพ์ชนก ดวงดี,F,2008,087-883-5952,2024-01-06,nimman
M0167,ธิดารัตน์ อินต๊ะ,F,2008,0952330713,2023-07-31,cmu
M0168,พิมพ์ชนก คำแสน,F,1993,0629123088,2024-02-24,nimman
M0169,เบญญาภา กาวิละ,F,2007,0841099986,2024-07-25,cmu
M0170,วีรภาพ บุญมา,M,2004,064 106 6794,2025-06-26,cmu
M0171,สิทธิชัย อินทร์แก้ว,M,1988,099-057-6846,2024-04-04,nimman
M0172,ธนวัฒน์ พรหมมา,M,2004,+66883102959,2023-08-24,nimman
M0173,กัญญาณัฐ ศักดิ์ดี,F,1987,+66662941990,2025-09-15,nimman
M0174,ปิยะดา ใจมา,F,2008,0965650099,2024-10-03,thaphae
M0175,ธนากร อุดมศักดิ์,M,2006,+66653504538,2023-10-01,cmu
M0176,พงศกร ปันแก้ว,M,,+66916392552,2024-06-30,cmu
M0177,สมหญิง หลวงแสน,F,2007,0969022248,2023-02-03,cmu
M0178,สมหญิง ปันแก้ว,,2002,085-663-3407,2023-04-20,cmu
M0179,ณัฐธิดา เรือนคำ,F,,095 674 8351,2024-11-09,cmu
M0180,นันทนา จันทร์แก้ว,F,2006,088 307 1306,2024-05-02,cmu
M0181,ธนวัฒน์ บัวบาน,M,1982,0848768768,2023-05-17,nimman
M0182,สุภาวดี ศรีสุข,,,+66949959448,2024-12-31,nimman
M0183,อรอุมา ทาคำ,F,2006,081-468-2760,2024-01-20,cmu
M0184,รัชนีกร ทองดี,F,2008,0870214213,2025-07-31,thaphae
M0185,พิมพ์ชนก กาวิละ,F,1992,0693259951,2024-04-07,thaphae
M0186,ภูมิพัฒน์ นันทะ,M,2005,0629054885,2024-11-21,cmu
M0187,ศุภชัย ปิ่นแก้ว,M,2007,092-283-1778,2025-04-12,cmu
M0188,พัชรินทร์ บุญมา,F,2004,068-379-7061,2025-07-15,cmu
M0189,ศุภชัย กาวิละ,M,1986,+66970499234,2024-09-11,thaphae
M0190,ภูมิพัฒน์ วงศ์ใหญ่,,1980,063-935-2145,2025-06-01,nimman
M0191,ชยพล กันยา,M,,094 365 4234,2024-05-31,thaphae
M0192,อัญชิสา ศรีวิชัย,F,2004,+66686703685,2025-07-23,cmu
M0193,อัญชิสา ทองดี,F,1994,067 327 6124,2024-07-13,nimman
M0194,จิรายุ แสงทอง,,1992,089 481 1885,2023-02-05,thaphae
M0195,เบญญาภา ใจดี,F,1998,0650378570,2024-05-27,nimman
M0196,กิตติพัฒน์ วงค์ชัย,M,1997,096 890 2328,2023-06-02,thaphae
M0197,เอกชัย ศรีวิชัย,M,1993,+66994045559,2025-06-03,thaphae
M0198,วรเมธ ยอดเมือง,M,1996,+66878731135,2025-09-04,nimman
M0199,วีรภาพ กาวิละ,M,1986,083 525 4710,2024-08-02,nimman
M0200,อัญชิสา ปิ่นแก้ว,F,,+66885127834,2025-05-07,cmu
M0201,ชยพล คำแสน,M,2008,0609207581,2023-03-30,nimman
M0202,ปวีณา ใจดี,F,1980,0965655467,2025-10-03,thaphae
M0203,กฤษดา ไชยวงศ์,M,1985,099-540-6088,2025-12-21,nimman
M0204,อัญชิสา มีสุข,F,1993,+66802763665,2024-07-16,nimman
M0205,สิทธิชัย บัวบาน,M,,061 062 3327,2025-01-27,nimman
M0206,อรอุมา ศรีสุข,F,2007,0935870472,2025-12-18,cmu
M0207,วรรณภา คำมูล,F,1993,0635677390,2024-06-23,thaphae
M0208,กมลชนก ศักดิ์ดี,F,2000,082-635-7719,2023-07-01,nimman
M0209,สมหญิง ไชยวงศ์,F,2002,0904045527,2024-10-15,nimman
M0210,ณัฐธิดา ยอดเมือง,F,2005,066 608 9999,2025-03-20,cmu
M0211,สิทธิชัย จันทร์หอม,M,2007,097-128-4542,2025-06-23,cmu
M0212,จิราพร ทองดี,F,2006,0925360173,2024-04-19,cmu
M0213,อนุชา ยอดเมือง,M,2007,095 825 0077,2024-02-17,cmu
M0214,ณัฐวุฒิ หลวงแสน,M,1997,+66935729469,2024-04-17,nimman
M0215,อรอุมา ยอดเมือง,F,2004,+66652351448,2023-05-16,cmu
M0216,ธิดารัตน์ กันยา,F,2007,080 768 4004,2023-10-01,cmu
M0217,พงศกร ปัญญาดี,M,1996,0843550111,2023-04-13,nimman
M0218,กิตติพัฒน์ ศักดิ์ดี,M,2004,0824049317,2023-05-19,cmu
M0219,ธิดารัตน์ ศรีวิชัย,F,1975,096 597 0394,2023-08-12,nimman
M0220,ธีรภัทร จันทร์หอม,M,2006,099 314 9436,2024-12-11,cmu
M0221,ธนวัฒน์ สุขสวัสดิ์,M,1986,095 678 1551,2025-01-07,thaphae
M0222,ชยพล ทาคำ,M,2003,0888027795,2023-01-09,cmu
M0223,นันทนา วงค์ชัย,F,2001,085 264 5433,2025-02-02,nimman
M0224,วีรภาพ สายสุข,M,2002,068 967 4737,2023-04-05,cmu
M0225,ภูมิพัฒน์ กาวิละ,M,2008,062-189-1627,2024-04-03,nimman
M0226,มณีรัตน์ สุวรรณรัตน์,F,1982,0989107114,2025-09-27,nimman
M0227,ภูมิพัฒน์ คำมูล,M,2005,0903269176,2025-11-27,cmu
M0228,พิมพ์ชนก ปิ่นแก้ว,,1992,065-338-2159,2023-07-20,nimman
M0229,มณีรัตน์ ปิ่นแก้ว,F,2005,089-954-8166,2025-02-16,cmu
M0230,วรรณภา แก้วมณี,F,2008,+66627076107,2023-09-22,cmu
M0231,สุภาวดี ทองดี,F,1990,0866798139,2024-08-24,nimman
M0232,กัญญาณัฐ วงค์ชัย,F,2006,+66828970686,2024-10-12,cmu
M0233,อรอุมา มีสุข,F,1980,097-655-1307,2025-04-02,nimman
M0234,พิมพ์ชนก ศรีวิชัย,F,1990,0965287792,2023-04-11,nimman
M0235,ธีรภัทร อุดมศักดิ์,,1995,0975415134,2023-06-04,nimman
M0236,อรอุมา อุดมศักดิ์,F,2004,093 473 0323,2023-09-09,nimman
M0237,ชนิดา มีสุข,F,1974,0603156832,2025-10-09,thaphae
M0238,ภาคิน วงค์ชัย,M,2007,086 697 2284,2023-04-17,cmu
M0239,วรรณภา สุขสวัสดิ์,F,2008,+66644611825,2023-10-23,cmu
M0240,จิรายุ บัวบาน,M,2002,088-330-4946,2023-07-19,cmu
M0241,ธนวัฒน์ ใจดี,M,2006,+66990857080,2025-09-19,cmu
M0242,สุภาวดี ศักดิ์ดี,F,1983,062-222-1263,2025-05-05,nimman
M0243,วีรภาพ ปิ่นแก้ว,M,2007,0947579381,2025-09-30,cmu
M0244,ชนิดา สายสุข,F,1979,060-203-3621,2023-07-06,thaphae
M0245,สมชาย มอรสิล,M,2000,0672606537,2024-12-08,thaphae
M0246,อัญชิสา มอรสิล,F,1991,0623756044,2024-11-23,nimman
M0247,ชนิดา จันทร์แก้ว,F,1991,062-619-3837,2024-05-12,nimman
M0248,ชยพล หลวงแสน,,,+66816679142,2025-09-13,nimman
M0249,กิตติพัฒน์ ทองดี,M,1982,097-585-0070,2024-02-17,nimman
M0250,พงศกร นันทะ,M,1974,080 284 6070,2025-02-18,nimman
M0251,นพดล มอรสิล,M,1993,+66853381314,2023-12-30,thaphae
M0252,ปกรณ์ หลวงแสน,M,1997,093-791-9910,2025-02-21,nimman
M0253,เบญญาภา กันยา,F,1876,081 508 6296,2025-01-05,cmu
M0254,อัญชิสา หลวงแสน,F,2008,090-187-3600,2024-07-09,cmu
M0255,พงศกร คำแสน,M,2004,+66610090971,2025-08-04,thaphae
M0256,ภูมิพัฒน์ เรือนคำ,M,1999,090 254 6267,2024-02-29,nimman
M0257,สมชาย กาวิละ,M,2005,099 573 9897,2024-12-12,cmu
M0258,เอกชัย ปิ่นแก้ว,M,1992,0802190631,2025-02-06,thaphae
M0259,สุภาวดี มีสุข,F,2006,+66672360820,2023-12-29,cmu
M0260,วรรณภา ศรีสุข,F,,0861178964,2023-08-02,nimman
M0261,พัชรินทร์ ยอดเมือง,F,2007,0811530510,2023-05-26,cmu
M0262,ภาคิน สุขสวัสดิ์,,1986,+66636895797,2023-11-25,thaphae
M0263,สมหญิง แสงทอง,F,1986,088 683 4195,2024-08-28,nimman
M0264,อัญชิสา ปัญญาดี,F,,+66880183251,2023-02-17,nimman
M0265,สมหญิง สุวรรณรัตน์,,1999,084-830-2419,2025-04-15,nimman
M0266,พงศกร สายสุข,M,1983,+66851667575,2025-06-16,thaphae
M0267,กัญญาณัฐ พรหมมา,F,2003,061 664 0021,2023-04-14,cmu
M0268,รัชนีกร ยอดเมือง,F,1993,084-001-4436,2025-02-27,nimman
M0269,กมลชนก แก้วมณี,F,2003,+66893794841,2023-01-29,cmu
M0270,ภูมิพัฒน์ ปันแก้ว,,1993,069-073-0902,2023-01-28,thaphae
M0271,ศุภชัย เชียงทอง,M,2004,+66695576424,2023-03-12,cmu
M0272,กิตติพัฒน์ อุดมศักดิ์,M,2007,+66633094771,2025-05-27,cmu
M0273,มณีรัตน์ อินทร์แก้ว,F,2005,088-855-2094,2023-10-29,cmu
M0274,ธีรภัทร ทาคำ,M,1978,083-355-8829,2024-07-24,nimman
M0275,ชนิดา กาวิละ,F,1989,081 654 6871,2024-10-07,nimman
M0276,นพดล ไชยวงศ์,M,2006,091 800 3242,2024-01-26,cmu
M0277,สมหญิง ทองดี,F,2004,086-831-3258,2024-10-15,cmu
M0278,ธนวัฒน์ ศักดิ์ดี,M,2002,+66863134085,2023-02-09,nimman
M0279,ธีรภัทร ใจมา,M,1993,064 606 9542,2025-11-10,thaphae
M0280,เบญญาภา ศรีวิชัย,F,1988,095-525-6959,2025-10-31,nimman
M0281,ณัฐวุฒิ บัวบาน,M,2005,+66962960278,2025-10-11,cmu
M0282,กิตติพัฒน์ เชียงทอง,M,1995,0968058454,2025-09-20,nimman
M0283,วรรณภา เชียงทอง,F,1995,092 857 1769,2023-05-27,thaphae
M0284,ศุภชัย ปันแก้ว,M,2005,+66924607700,2025-07-20,cmu
M0285,นพดล ธรรมวงศ์,M,,+66843135608,2025-08-19,thaphae
M0286,เบญญาภา ปัญญาดี,F,2000,+66859942701,2024-09-07,thaphae
M0287,ภูมิพัฒน์ สุวรรณรัตน์,M,1993,095-327-1008,2024-02-03,nimman
M0288,กฤษดา สุขสวัสดิ์,M,1990,+66672398068,2024-09-04,thaphae
M0289,ธนากร คำมูล,M,1987,097-291-9000,2025-05-17,nimman
M0290,สมหญิง ศักดิ์ดี,F,2006,0927707063,2023-11-26,cmu
M0291,เบญญาภา ทองดี,F,2000,+66947544356,2024-04-18,nimman
M0292,กัญญาณัฐ กันยา,F,1989,+66852437089,2024-09-08,thaphae
M0293,จิราพร จันทร์หอม,F,2006,+66877264259,2023-01-03,cmu
M0294,สมหญิง ทาคำ,F,1991,0982777334,2025-07-24,thaphae
M0295,อัญชิสา อินทร์แก้ว,F,2005,096 970 5744,2025-06-05,cmu
M0296,จิรายุ ปัญญาดี,M,2002,097 192 9498,2025-04-07,cmu
M0297,อนุชา วงค์ชัย,M,2007,067 556 8815,2024-02-22,cmu
M0298,ธีรภัทร ปัญญาดี,M,2003,0613894409,2023-01-19,cmu
M0299,ธนวัฒน์ ยอดเมือง,M,,+66876275812,2023-11-29,cmu
M0300,เบญญาภา คำแสน,F,2535,+66921364449,2025-12-28,thaphae
M0301,พิมพ์ชนก สุวรรณรัตน์,F,,095-231-5220,2025-05-25,nimman
M0302,วรรณภา ดวงดี,F,2008,+66955765098,2023-07-21,cmu
M0303,พิมพ์ชนก มีสุข,F,1985,084-582-3179,2023-06-03,thaphae
M0304,เอกชัย ดวงดี,M,1995,093 184 2771,2023-03-22,nimman
M0305,พิมพ์ชนก สมบูรณ์,,2006,0973988931,2024-06-14,cmu
M0306,กิตติพัฒน์ ศรีสุข,M,2004,0832840204,2025-12-28,cmu
M0307,จิราพร แสงทอง,F,1989,084-622-1059,2023-08-29,thaphae
M0308,จิรายุ คำมูล,M,1995,082-612-2363,2023-12-25,thaphae
M0309,วรรณภา อินต๊ะ,F,2002,+66964331832,2025-11-21,cmu
M0310,ปกรณ์ ดวงดี,M,2004,088 463 5782,2025-01-06,cmu
M0311,เอกชัย บัวบาน,M,2002,069 557 4453,2023-03-09,cmu
M0312,ธีรภัทร วงศ์ใหญ่,M,1984,+66956270186,2023-07-13,thaphae
M0313,สุภาวดี อินต๊ะ,F,2004,+66832248729,2023-08-19,nimman
M0314,วรเมธ ปันแก้ว,M,1986,+66605184685,2023-03-04,nimman
M0315,กัญญาณัฐ อินต๊ะ,F,1991,0863224323,2023-05-21,nimman
M0316,ปวีณา มีสุข,F,1974,+66667203977,2025-08-19,nimman
M0317,พิมพ์ชนก กันยา,F,1988,+66600701947,2024-06-17,nimman
M0318,สิทธิชัย สมบูรณ์,M,1971,099 663 3602,2024-10-19,nimman
M0319,ธิดารัตน์ บัวบาน,F,1993,+66642250400,2024-04-15,nimman
M0320,เอกชัย ใจดี,M,1985,066-500-1632,2025-01-03,thaphae
M0321,ชนิดา จันทร์หอม,F,2003,087 995 7888,2025-06-30,cmu
M0322,ชนิดา ดวงดี,,2003,0941655681,2024-04-17,cmu
M0323,วรรณภา หลวงแสน,F,2005,092-571-7592,2025-09-20,thaphae
M0324,พัชรินทร์ จันทร์หอม,F,2006,069 224 7977,2024-04-28,cmu
M0325,จิรายุ ใจดี,M,,0650017228,2025-08-17,nimman
M0326,จิรายุ ไชยวงศ์,M,1990,+66657417643,2024-01-12,nimman
M0327,ธีรภัทร กันยา,M,1988,0811943403,2023-09-30,nimman
M0328,กมลชนก กาวิละ,F,1992,+66832626693,2025-11-18,nimman
M0329,รัชนีกร ใจมา,F,2005,0944760871,2025-11-19,cmu
M0330,ปวีณา จันทร์หอม,F,2000,092 356 9195,2023-05-21,nimman
M0331,อัญชิสา สายสุข,F,2000,063-008-1151,2024-12-16,nimman
M0332,ศิริพร วงค์ชัย,F,2004,082-102-2035,2023-07-15,cmu
M0333,ธีรภัทร เชียงทอง,M,1990,066 692 7958,2023-05-31,nimman
M0334,สมชาย จันทร์แก้ว,,2004,083-940-2168,2025-07-09,cmu
